,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2008,"CLAM, PACIFIC LITTLENECK",,,,,Confidential,Commercial
2008,"CLAM, PACIFIC LITTLENECK","30,945",14,"86,918","120,720",Public,Commercial
2008,"CLAM, PACIFIC RAZOR","98,369",45,"398,295","553,187",Public,Commercial
2008,"CLAM, PACIFIC, GAPER **","5,059",2,"11,223","15,587",Public,Commercial
2008,"CLAM, QUAHOG, NORTHERN",,,,,Confidential,Commercial
2008,"CLAM, QUAHOG, NORTHERN","5,197,184","2,357","38,500,104","53,472,366",Public,Commercial
2008,"CLAM, QUAHOG, OCEAN",,,,,Confidential,Commercial
2008,"CLAM, QUAHOG, OCEAN","31,045,580","14,082","18,259,065","25,359,812",Public,Commercial
2008,"CLAM, QUAHOG, SOUTHERN","344,774",156,"2,372,970","3,295,791",Public,Commercial
2008,"CLAM, RAZOR, ATLANTIC","72,805",33,"428,195","594,715",Public,Commercial
2008,"CLAM, SOFT",,,,,Confidential,Commercial
2008,"CLAM, SOFT","4,108,834","1,864","22,478,697","31,220,412",Public,Commercial
2008,"CLAM, SURF, ARCTIC",,,,,Confidential,Commercial
2008,"CLAM, SURF, ATLANTIC",,,,,Confidential,Commercial
2008,"CLAM, SURF, ATLANTIC","50,411,063","22,866","32,298,817","44,859,468",Public,Commercial
2008,"CLAM, VENUS, SUNRAY",,,,,Confidential,Commercial
2008,CLAMS **,,,,,Confidential,Commercial
2008,CLAMS **,"1,935",1,"7,082","9,836",Public,Commercial
2008,"CLAMS, PENSHELL **",128,0,252,349,Public,Commercial
2008,"CLAMS, QUAHOG, MERCENARIA **",,,,,Confidential,Commercial
2008,"CLAMS, QUAHOG, MERCENARIA **","628,740",285,"3,766,588","5,231,372",Public,Commercial
2008,CLINGFISHES **,159,0,160,222,Public,Commercial
2008,CLINID FAMILY,42,0,,,Public,Recreational
2008,COBIA,,,,,Confidential,Commercial
2008,COBIA,"172,426",78,"420,116","583,495",Public,Commercial
2008,COBIA,"3,795,160","1,721",,,Public,Recreational
2008,"COCKLE, NUTTALL",,,,,Confidential,Commercial
2008,"COCKLE, NUTTALL","57,090",26,"74,159","102,998",Public,Commercial
2008,"COD, ATLANTIC",,,,,Confidential,Commercial
2008,"COD, ATLANTIC","19,179,208","8,700","30,786,035","42,758,380",Public,Commercial
2008,"COD, ATLANTIC","6,012,429","2,727",,,Public,Recreational
2008,"COD, PACIFIC",,,,,Confidential,Commercial
2008,"COD, PACIFIC","494,108,018","224,126","281,655,141","391,187,696",Public,Commercial
2008,"COD, PACIFIC",536,0,,,Public,Recreational
2008,CODFISHES,741,0,,,Public,Recreational
2008,"COMBER, PAINTED",,,,,Confidential,Commercial
2008,"CONCH, CROWN","1,511",1,"1,099","1,526",Public,Commercial
2008,"CONCH, FLORIDA FIGHTING",,,,,Confidential,Commercial
2008,"CONCH, FLORIDA FIGHTING","5,002",2,"14,388","19,984",Public,Commercial
2008,"CONCH, HAWKWING",,,,,Confidential,Commercial
2008,"CONCH, HORSE",,,,,Confidential,Commercial
2008,"CONCH, HORSE",151,0,527,731,Public,Commercial
2008,"CONCH, MILK",,,,,Confidential,Commercial
2008,CONCHS **,,,,,Confidential,Commercial
2008,CONCHS **,"185,003",84,"257,417","357,522",Public,Commercial
2008,"CONGER EEL, MUSTACHE",,,,,Public,Recreational
2008,"CORAL, DEEPWATER","6,554",3,"30,355","42,160",Public,Commercial
2008,"CORALLIMORPH, FLORIDA","156,505",71,"511,735","710,743",Public,Commercial
2008,CORALLINACEAE **,,,,,Confidential,Commercial
2008,"CORBINA, CALIFORNIA","6,056",3,,,Public,Recreational
2008,"CORVINA, ORANGEMOUTH",73,0,,,Public,Recreational
2008,"CORVINA, SHORTFIN","1,477",1,,,Public,Recreational
2008,COTTONWICK,175,0,797,"1,107",Public,Commercial
2008,"COWFISH, HONEYCOMBED","2,651",1,"1,179","1,638",Public,Commercial
2008,"COWFISH, SCRAWLED","1,776",1,"1,768","2,456",Public,Commercial
2008,"COWRIE, ATLANTIC DEER",,,,,Confidential,Commercial
2008,"COWRIE, ATLANTIC DEER",245,0,546,759,Public,Commercial
2008,"COWRIE, ATLANTIC GRAY",,,,,Confidential,Commercial
2008,"COWRIE, MEASLED",507,0,514,714,Public,Commercial
2008,"CRAB, ATLANTIC ROCK",,,,,Confidential,Commercial
2008,"CRAB, ATLANTIC ROCK","1,712,371",777,"633,799","880,276",Public,Commercial
2008,"CRAB, BLUE",,,,,Confidential,Commercial
2008,"CRAB, BLUE","159,028,360","72,135","155,791,944","216,377,701",Public,Commercial
2008,"CRAB, BLUE LAND",,,,,Confidential,Commercial
2008,"CRAB, DUNGENESS","50,030,261","22,694","118,778,943","164,970,753",Public,Commercial
2008,"CRAB, FALSE ARROW","31,878",14,"16,588","23,039",Public,Commercial
2008,"CRAB, FLORIDA STONE",,,,,Confidential,Commercial
2008,"CRAB, FLORIDA STONE","41,576",19,"99,456","138,132",Public,Commercial
2008,"CRAB, FURCATE SPIDER","4,213",2,"2,828","3,928",Public,Commercial
2008,"CRAB, GOLDEN DEEPSEA",,,,,Confidential,Commercial
2008,"CRAB, GOLDEN DEEPSEA","485,273",220,"768,210","1,066,958",Public,Commercial
2008,"CRAB, GREEN",,,,,Confidential,Commercial
2008,"CRAB, GREEN","193,393",88,"199,023","276,420",Public,Commercial
2008,"CRAB, GREEN CLINGING","167,267",76,"98,800","137,222",Public,Commercial
2008,"CRAB, HERMIT, POLKADOTTED",,,,,Confidential,Commercial
2008,"CRAB, HERMIT, POLKADOTTED","17,421",8,"5,990","8,320",Public,Commercial
2008,"CRAB, HERMIT, THINSTRIPE","70,579",32,"23,009","31,956",Public,Commercial
2008,"CRAB, HERMIT, TRICOLOR","2,913,824","1,322","376,021","522,251",Public,Commercial
2008,"CRAB, HORSESHOE","1,825,357",828,"1,031,476","1,432,606",Public,Commercial
2008,"CRAB, JONAH",,,,,Confidential,Commercial
2008,"CRAB, JONAH","12,287,363","5,574","6,469,458","8,985,359",Public,Commercial
2008,"CRAB, KING **","27,217,954","12,346","122,778,183","170,525,255",Public,Commercial
2008,"CRAB, LADY","4,770",2,,,Public,Commercial
2008,"CRAB, NIMBLE SPRAY","5,940",3,"8,014","11,130",Public,Commercial
2008,"CRAB, PORTLY SPIDER",,,,,Confidential,Commercial
2008,"CRAB, RED DEEPSEA",,,,,Confidential,Commercial
2008,"CRAB, RED ROCK",,,,,Confidential,Commercial
2008,"CRAB, RED ROCK","1,221,943",554,"1,617,950","2,247,152",Public,Commercial
2008,"CRAB, REDFINGER RUBBLE",98,0,42,58,Public,Commercial
2008,"CRAB, SNOW","62,442,257","28,324","106,296,177","147,633,579",Public,Commercial
2008,"CRAB, SOUTHERN TANNER",,,,,Confidential,Commercial
2008,"CRAB, SOUTHERN TANNER","3,635,754","1,649","6,312,073","8,766,768",Public,Commercial
2008,"CRAB, SPOTTED PORCELAIN","7,518",3,"5,447","7,566",Public,Commercial
2008,"CRAB, YELLOWLINE ARROW","5,340",2,"5,456","7,577",Public,Commercial
2008,"CRABS, BOX **",,,,,Confidential,Commercial
2008,"CRABS, BRACHYURA **",,,,,Confidential,Commercial
2008,"CRABS, BRACHYURA **","419,883",190,"162,307","225,426",Public,Commercial
2008,"CRABS, CORAL SPIDER **",,,,,Confidential,Commercial
2008,"CRABS, CORAL SPIDER **","18,232",8,"20,521","28,501",Public,Commercial
2008,"CRABS, DECAPODA (ORDER) **",,,,,Confidential,Commercial
2008,"CRABS, DECAPODA (ORDER) **","160,596",73,"159,840","222,000",Public,Commercial
2008,"CRABS, FIDDLER **",,,,,Confidential,Commercial
2008,"CRABS, HERMIT, PAGURUS (GENUS) **","27,083",12,"6,771","9,404",Public,Commercial
2008,"CRABS, HORSESHOE **",,,,,Confidential,Commercial
2008,"CRABS, LAND HERMIT **",,,,,Confidential,Commercial
2008,"CRABS, LIBINIA **",,,,,Confidential,Commercial
2008,"CRABS, SAND **","12,983",6,"92,345","128,257",Public,Commercial
2008,"CRABS, SPIDER **",,,,,Confidential,Commercial
2008,"CRABS, SPIDER **","7,595",3,"3,798","5,274",Public,Commercial
2008,"CRABS, STONE **","3,111,577","1,411","19,195,646","26,660,620",Public,Commercial
2008,CRAPPIES **,,,,,Confidential,Commercial
2008,CRAPPIES **,"5,457",2,"7,309","10,152",Public,Commercial
2008,CREOLE-FISH,,,,,Confidential,Commercial
2008,CREOLE-FISH,59,0,99,138,Public,Commercial
2008,CREOLE-FISH,147,0,,,Public,Recreational
2008,"CROAKER, ATLANTIC",,,,,Confidential,Commercial
2008,"CROAKER, ATLANTIC","18,940,049","8,591","9,848,547","13,678,537",Public,Commercial
2008,"CROAKER, ATLANTIC","11,979,788","5,434",,,Public,Recreational
2008,"CROAKER, BLACK",421,0,,,Public,Recreational
2008,"CROAKER, PACIFIC WHITE","73,572",33,"44,916","62,383",Public,Commercial
2008,"CROAKER, PACIFIC WHITE","29,513",13,,,Public,Recreational
2008,"CROAKER, SPOTFIN","69,331",31,,,Public,Recreational
2008,"CROAKER, YELLOWFIN","37,948",17,,,Public,Recreational
2008,CRUSTACEANS **,,,,,Confidential,Commercial
2008,CRUSTACEANS **,"3,243,851","1,471","4,010,562","5,570,225",Public,Commercial
2008,CUBBYU,,,,,Confidential,Commercial
2008,"CUCUMBER, FLORIDA SEA","19,909",9,"11,634","16,159",Public,Commercial
2008,"CUCUMBER, ORANGE FOOTED SEA",,,,,Confidential,Commercial
2008,"CUCUMBERS, OTHER SEA **",,,,,Confidential,Commercial
2008,"CUCUMBERS, OTHER SEA **","1,256",1,"3,048","4,233",Public,Commercial
2008,"CUCUMBERS, SEA **",,,,,Confidential,Commercial
2008,"CUCUMBERS, SEA **","1,443,711",655,"2,942,068","4,086,205",Public,Commercial
2008,CUNNER,,,,,Confidential,Commercial
2008,CUNNER,"8,230",4,"28,383","39,420",Public,Commercial
2008,CUNNER,"158,616",72,,,Public,Recreational
2008,CUSK,,,,,Confidential,Commercial
2008,CUSK,"117,338",53,"111,000","154,166",Public,Commercial
2008,CUSK,"344,966",156,,,Public,Recreational
2008,"CUTLASSFISH, ATLANTIC",,,,,Confidential,Commercial
2008,"CUTLASSFISH, ATLANTIC","47,308",21,"29,699","41,249",Public,Commercial
2008,"CUTLASSFISH, ATLANTIC","36,667",17,,,Public,Recreational
2008,CUTLASSFISHES **,,,,,Confidential,Commercial
2008,CUTLASSFISHES **,"8,381",4,"9,502","13,197",Public,Commercial
2008,"DAMSELFISH, BICOLOR",293,0,447,621,Public,Commercial
2008,"DAMSELFISH, COCOA",10,0,11,15,Public,Commercial
2008,"DAMSELFISH, DUSKY",18,0,21,29,Public,Commercial
2008,"DAMSELFISH, LONGFIN",16,0,31,43,Public,Commercial
2008,"DAMSELFISH, THREESPOT",,,,,Confidential,Commercial
2008,"DAMSELFISH, THREESPOT",15,0,25,34,Public,Commercial
2008,"DAMSELFISH, YELLOWTAIL",303,0,920,"1,277",Public,Commercial
2008,DAMSELFISHES **,,,,,Confidential,Commercial
2008,DAMSELFISHES **,75,0,117,162,Public,Commercial
2008,DEALFISH,,,,,Confidential,Commercial
2008,"DICK, SLIPPERY",,,,,Confidential,Commercial
2008,"DICK, SLIPPERY",240,0,302,420,Public,Commercial
2008,DOCTORFISH,,,,,Confidential,Commercial
2008,DOCTORFISH,87,0,139,193,Public,Commercial
2008,"DOLLAR, NOTCHED SAND",,,,,Confidential,Commercial
2008,"DOLLARS, KEYHOLE SAND **",,,,,Confidential,Commercial
2008,"DOLLARS, KEYHOLE SAND **","1,252,573",568,"243,841","338,668",Public,Commercial
2008,"DOLLARS, OTHER SAND **","242,355",110,"49,164","68,283",Public,Commercial
2008,"DOLLARS, SIX-HOLED KEYHOLE SAND **",,,,,Confidential,Commercial
2008,"DOLPHIN,POMPANO","1,164",1,,,Public,Recreational
2008,DOLPHINFISH,,,,,Confidential,Commercial
2008,DOLPHINFISH,"727,367",330,"1,332,983","1,851,366",Public,Commercial
2008,DOLPHINFISH,,,,,Public,Recreational
2008,DOLPHINFISH,"18,031,890","8,179",,,Public,Recreational
2008,DOLPHINFISH **,,,,,Confidential,Commercial
2008,DOLPHINFISH **,"363,640",165,"714,652","992,572",Public,Commercial
2008,"DORIS, FLORIDA REGAL","1,389",1,"3,620","5,028",Public,Commercial
2008,"DORY, BUCKLER",,,,,Confidential,Commercial
2008,"DORY, BUCKLER","60,239",27,"55,769","77,457",Public,Commercial
2008,"DRIFTFISH, BLACK",,,,,Confidential,Commercial
2008,"DRUM, BANDED",988,0,,,Public,Recreational
2008,"DRUM, BLACK",,,,,Confidential,Commercial
2008,"DRUM, BLACK","4,468,701","2,027","3,597,084","4,995,950",Public,Commercial
2008,"DRUM, BLACK","16,645,758","7,550",,,Public,Recreational
2008,"DRUM, BLACKBAR",917,0,,,Public,Recreational
2008,"DRUM, FRESHWATER","1,107,962",503,"189,729","263,513",Public,Commercial
2008,"DRUM, FRESHWATER","1,338",1,,,Public,Recreational
2008,"DRUM, RED",,,,,Confidential,Commercial
2008,"DRUM, RED","262,958",119,"404,424","561,700",Public,Commercial
2008,"DRUM, RED","26,103,655","11,841",,,Public,Recreational
2008,"DRUM, SAND","465,894",211,,,Public,Recreational
2008,"DRUM, SPOTTED",119,0,"1,903","2,643",Public,Commercial
2008,DRUMS,"21,636",10,,,Public,Recreational
2008,DRUMS **,,,,,Confidential,Commercial
2008,DRUMS **,"8,132",4,"5,013","6,962",Public,Commercial
2008,"DURGON, BLACK",,,,,Confidential,Commercial
2008,ECHINODERM **,,,,,Confidential,Commercial
2008,ECHINODERM **,524,0,"1,157","1,607",Public,Commercial
2008,"EEL, AMERICAN",,,,,Confidential,Commercial
2008,"EEL, AMERICAN","350,814",159,"2,168,640","3,011,999",Public,Commercial
2008,"EEL, AMERICAN","2,855",1,,,Public,Recreational
2008,"EEL, CONGER",,,,,Confidential,Commercial
2008,"EEL, CONGER","67,626",31,"38,449","53,401",Public,Commercial
2008,"EEL, CONGER","5,159",2,,,Public,Recreational
2008,"EEL, GOLDSPOTTED",,,,,Confidential,Commercial
2008,"EEL, MORAY, BLACKEDGE",245,0,436,605,Public,Commercial
2008,"EEL, MORAY, GOLDENTAIL",,,,,Confidential,Commercial
2008,"EEL, MORAY, GOLDENTAIL",28,0,574,797,Public,Commercial
2008,"EEL, MORAY, GREEN",,,,,Confidential,Commercial
2008,"EEL, MORAY, GREEN",24,0,980,"1,361",Public,Commercial
2008,"EEL, MORAY, SPOTTED",,,,,Confidential,Commercial
2008,"EEL, MORAY, SPOTTED",72,0,960,"1,333",Public,Commercial
2008,"EEL, SHARPTAIL",,,,,Confidential,Commercial
2008,EELS,,,,,Public,Recreational
2008,EELS **,,,,,Confidential,Commercial
2008,EELS **,"12,170",6,"56,097","77,911",Public,Commercial
2008,"EELS, CONGER **",,,,,Confidential,Commercial
2008,"EELS, CONGER **",15,0,83,115,Public,Commercial
2008,"EELS, CUSK **",,,,,Confidential,Commercial
2008,"EELS, CUSK **","10,550",5,"11,688","16,233",Public,Commercial
2008,"EELS, MORAY",,,,,Public,Recreational
2008,"EELS, MORAY **",,,,,Confidential,Commercial
2008,"EELS, MORAY **",142,0,"2,293","3,184",Public,Commercial
2008,"EELS, SNAKE **",78,0,84,117,Public,Commercial
2008,"EMPEROR, BIGEYE",,,,,Public,Recreational
2008,ESCOLAR,,,,,Confidential,Commercial
2008,ESCOLAR,"102,437",46,"96,026","133,371",Public,Commercial
2008,ESCOLAR,"2,114",1,,,Public,Recreational
2008,"FILEFISH, ORANGESPOTTED",32,0,111,154,Public,Commercial
2008,"FILEFISH, PLANEHEAD","3,022",1,"3,022","4,197",Public,Commercial
2008,"FILEFISH, SCRAWLED",,,,,Confidential,Commercial
2008,"FILEFISH, SCRAWLED",8,0,27,37,Public,Commercial
2008,"FILEFISH, UNICORN","1,354",1,,,Public,Recreational
2008,"FILEFISH, WHITESPOTTED",,,,,Confidential,Commercial
2008,"FILEFISH, WHITESPOTTED",10,0,119,165,Public,Commercial
2008,"FLAGTAIL, HAWAIIAN","32,304",15,,,Public,Recreational
2008,FLAMEFISH,"3,575",2,"6,808","9,456",Public,Commercial
2008,FLATFISHES,485,0,,,Public,Recreational
2008,FLATFISHES **,,,,,Confidential,Commercial
2008,FLATFISHES **,"18,727,982","8,495","6,244,026","8,672,260",Public,Commercial
2008,"FLATNOSE, PACIFIC",,,,,Confidential,Commercial
2008,"FLOUNDER, AMERICAN PLAICE",,,,,Confidential,Commercial
2008,"FLOUNDER, AMERICAN PLAICE","2,444,033","1,109","4,154,842","5,770,613",Public,Commercial
2008,"FLOUNDER, ARROWTOOTH",,,,,Confidential,Commercial
2008,"FLOUNDER, ARROWTOOTH","86,450,774","39,214","8,270,229","11,486,429",Public,Commercial
2008,"FLOUNDER, ARROWTOOTH",71,0,,,Public,Recreational
2008,"FLOUNDER, DUSKY",121,0,,,Public,Recreational
2008,"FLOUNDER, FOURSPOT",,,,,Confidential,Commercial
2008,"FLOUNDER, FOURSPOT","20,960",10,"7,257","10,078",Public,Commercial
2008,"FLOUNDER, FOURSPOT",306,0,,,Public,Recreational
2008,"FLOUNDER, GULF","38,986",18,"107,781","149,696",Public,Commercial
2008,"FLOUNDER, GULF","848,776",385,,,Public,Recreational
2008,"FLOUNDER, GULF STREAM",,,,,Confidential,Commercial
2008,"FLOUNDER, PACIFIC, SANDDAB","5,221",2,,,Public,Recreational
2008,"FLOUNDER, PACIFIC, SANDDAB **",,,,,Confidential,Commercial
2008,"FLOUNDER, PACIFIC, SANDDAB **","16,293",7,"8,402","11,669",Public,Commercial
2008,"FLOUNDER, SOUTHERN",,,,,Confidential,Commercial
2008,"FLOUNDER, SOUTHERN","107,472",49,"283,101","393,196",Public,Commercial
2008,"FLOUNDER, SOUTHERN","3,720,922","1,688",,,Public,Recreational
2008,"FLOUNDER, STARRY","39,698",18,"25,289","35,123",Public,Commercial
2008,"FLOUNDER, STARRY","1,945",1,,,Public,Recreational
2008,"FLOUNDER, SUMMER",,,,,Confidential,Commercial
2008,"FLOUNDER, SUMMER","6,625,781","3,005","16,687,544","23,177,144",Public,Commercial
2008,"FLOUNDER, SUMMER","12,373,692","5,613",,,Public,Recreational
2008,"FLOUNDER, WINTER",,,,,Confidential,Commercial
2008,"FLOUNDER, WINTER","5,112,827","2,319","9,702,405","13,475,562",Public,Commercial
2008,"FLOUNDER, WINTER","787,917",357,,,Public,Recreational
2008,"FLOUNDER, WITCH",,,,,Confidential,Commercial
2008,"FLOUNDER, WITCH","2,213,033","1,004","5,189,641","7,207,833",Public,Commercial
2008,"FLOUNDER, YELLOWTAIL",,,,,Confidential,Commercial
2008,"FLOUNDER, YELLOWTAIL","3,686,543","1,672","5,526,465","7,675,646",Public,Commercial
2008,"FLOUNDER,PACIFIC,SANDDAB",,,,,Confidential,Commercial
2008,"FLOUNDER,PACIFIC,SANDDAB","428,707",194,"192,565","267,452",Public,Commercial
2008,"FLOUNDER,PACIFIC,SANDDAB","59,977",27,,,Public,Recreational
2008,"FLOUNDER,PACIFIC,SANDDAB,LONGFIN",161,0,,,Public,Recreational
2008,"FLOUNDER,PACIFIC,SANDDAB,SPECKLE",84,0,,,Public,Recreational
2008,"FLOUNDERS, LEFTEYED",324,0,,,Public,Recreational
2008,"FLOUNDERS, LEFTEYED **","2,432",1,"3,701","5,141",Public,Commercial
2008,"FLOUNDERS, PARALICHTHYS",,,,,Public,Recreational
2008,"FLOUNDERS, PARALICHTHYS **","5,132,038","2,328","11,134,294","15,464,297",Public,Commercial
2008,"FLOUNDERS, RIGHTEYE",225,0,,,Public,Recreational
2008,"FLOUNDERS, RIGHTEYE **",77,0,29,41,Public,Commercial
2008,FLYINGFISHES **,,,,,Confidential,Commercial
2008,FORAMS **,,,,,Confidential,Commercial
2008,FORAMS **,"13,250",6,"18,903","26,253",Public,Commercial
2008,"FRINGEHEAD, SARCASTIC",,,,,Public,Recreational
2008,"FROGFISH, OCELLATED",,,,,Confidential,Commercial
2008,"GAMBUSIA, MANGROVE",,,,,Confidential,Commercial
2008,"GAR, ALLIGATOR","532,030",241,"447,054","620,908",Public,Commercial
2008,"GAR, ALLIGATOR","7,674",3,,,Public,Recreational
2008,"GAR, LONGNOSE","26,496",12,"13,757","19,107",Public,Commercial
2008,"GAR, SHORTNOSE",,,,,Confidential,Commercial
2008,"GAR, SPOTTED",,,,,Confidential,Commercial
2008,"GAR, SPOTTED","106,657",48,,,Public,Recreational
2008,GARFISHES **,,,,,Confidential,Commercial
2008,GARFISHES **,"166,217",75,"162,745","226,034",Public,Commercial
2008,GARIBALDI,18,0,,,Public,Recreational
2008,"GARS, SLENDER **",,,,,Confidential,Commercial
2008,"GENUS (EPINEPHELUS), GROUPER",,,,,Public,Recreational
2008,"GENUS, GRUNT",,,,,Public,Recreational
2008,"GENUS, JACK",,,,,Public,Recreational
2008,"GENUS, MULLET",,,,,Public,Recreational
2008,"GENUS, SMOOTHHOUND",996,0,,,Public,Recreational
2008,"GENUS, SNAPPER",,,,,Public,Recreational
2008,"GENUS, STINGRAY",,,,,Public,Recreational
2008,"GOATFISH, BANDTAIL",,,,,Public,Recreational
2008,"GOATFISH, BLUE","1,391",1,,,Public,Recreational
2008,"GOATFISH, MANYBAR","2,143",1,,,Public,Recreational
2008,"GOATFISH, SPOTTED",,,,,Confidential,Commercial
2008,"GOATFISH, SPOTTED",33,0,234,324,Public,Commercial
2008,"GOATFISH, WHITESADDLE",,,,,Public,Recreational
2008,"GOATFISH, YELLOWFIN","3,461",2,,,Public,Recreational
2008,"GOATFISH, YELLOWSTRIPE","63,617",29,,,Public,Recreational
2008,GOATFISHES **,"38,759",18,"10,714","14,880",Public,Commercial
2008,GOBIES **,"2,036",1,"2,910","4,041",Public,Commercial
2008,"GOBY, NAKED",,,,,Confidential,Commercial
2008,"GOBY, NEON","12,653",6,"31,449","43,680",Public,Commercial
2008,"GOBY, NEON",,,,,Public,Recreational
2008,"GOBY, YELLOWFIN",2,0,,,Public,Recreational
2008,GOLDFISH,"117,302",53,"75,243","104,504",Public,Commercial
2008,GOOSEFISH,"24,660,369","11,186","27,178,932","37,748,516",Public,Commercial
2008,GOOSEFISH,"1,865",1,,,Public,Recreational
2008,"GORGONIAN, SEA BLADES","15,533",7,"57,170","79,403",Public,Commercial
2008,GRAYSBY,512,0,"2,067","2,870",Public,Commercial
2008,GRAYSBY,"14,086",6,,,Public,Recreational
2008,"GREENLING, KELP","51,487",23,"256,986","356,925",Public,Commercial
2008,"GREENLING, KELP","33,565",15,,,Public,Recreational
2008,"GREENLING, PAINTED",2,0,,,Public,Recreational
2008,"GREENLING, ROCK","2,218",1,,,Public,Recreational
2008,"GREENLING, WHITESPOTTED",29,0,,,Public,Recreational
2008,GREENLINGS,106,0,,,Public,Recreational
2008,GRENADIERS **,"275,162",125,"50,947","70,760",Public,Commercial
2008,"GROUPER, BLACK",,,,,Confidential,Commercial
2008,"GROUPER, BLACK","135,922",62,"439,893","610,963",Public,Commercial
2008,"GROUPER, BLACK","668,969",303,,,Public,Recreational
2008,"GROUPER, CONEY",30,0,212,294,Public,Commercial
2008,"GROUPER, CONEY","3,871",2,,,Public,Recreational
2008,"GROUPER, GAG",,,,,Confidential,Commercial
2008,"GROUPER, GAG","2,030,662",921,"6,993,124","9,712,673",Public,Commercial
2008,"GROUPER, GAG","8,483,179","3,848",,,Public,Recreational
2008,"GROUPER, GOLIATH","3,770",2,,,Public,Recreational
2008,"GROUPER, HAWAIIAN",,,,,Public,Recreational
2008,"GROUPER, MARBLED",,,,,Confidential,Commercial
2008,"GROUPER, MARBLED","7,574",3,"16,454","22,853",Public,Commercial
2008,"GROUPER, MISTY",,,,,Confidential,Commercial
2008,"GROUPER, MISTY","1,742",1,"5,021","6,974",Public,Commercial
2008,"GROUPER, PEACOCK",,,,,Public,Recreational
2008,"GROUPER, RED",,,,,Confidential,Commercial
2008,"GROUPER, RED","6,266,910","2,843","15,358,258","21,330,913",Public,Commercial
2008,"GROUPER, RED","3,383,843","1,535",,,Public,Recreational
2008,"GROUPER, SNOWY",,,,,Confidential,Commercial
2008,"GROUPER, SNOWY","294,484",134,"809,107","1,123,759",Public,Commercial
2008,"GROUPER, SNOWY","24,210",11,,,Public,Recreational
2008,"GROUPER, TIGER",,,,,Confidential,Commercial
2008,"GROUPER, TIGER",51,0,,,Public,Recreational
