Area,Year,Key Species,Number Of Fish,Hr,Notes
New Hampshire,2014,Bluefish,"1,789",H,
New Hampshire,2014,Bluefish,"8,504",R,
New Hampshire,2014,Haddock,"104,225",H,
New Hampshire,2014,Haddock,"582,121",R,
New Hampshire,2014,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2014,Other flounders,748,R,
New Hampshire,2014,Pollock,"268,369",H,
New Hampshire,2014,Pollock,"459,327",R,
New Hampshire,2014,Striped bass,"16,522",H,
New Hampshire,2014,Striped bass,"315,614",R,
New Hampshire,2014,Winter flounder,"13,073",R,
New Hampshire,2014,Winter flounder,"8,359",H,
New Hampshire,2015,Atlantic cod,"2,930",H,
New Hampshire,2015,Atlantic cod,"499,409",R,
New Hampshire,2015,Atlantic mackerel,"314,951",R,
New Hampshire,2015,Atlantic mackerel,"879,618",H,
New Hampshire,2015,Bluefin tuna,,H,N/A - Data are not available.
New Hampshire,2015,Bluefin tuna,,R,N/A - Data are not available.
New Hampshire,2015,Bluefish,"8,231",H,
New Hampshire,2015,Bluefish,0,R,
New Hampshire,2015,Haddock,"1,061,822",R,
New Hampshire,2015,Haddock,"152,591",H,
New Hampshire,2015,Other flounders,,H,N/A - Data are not available. Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2015,Other flounders,,R,N/A - Data are not available.
New Hampshire,2015,Pollock,"1,273,397",R,
New Hampshire,2015,Pollock,"148,665",H,
New Hampshire,2015,Striped bass,"10,036",H,
New Hampshire,2015,Striped bass,"262,425",R,
New Hampshire,2015,Winter flounder,"14,989",H,
New Hampshire,2015,Winter flounder,"18,196",R,
New Hampshire,2016,Atlantic cod,"12,346",H,
New Hampshire,2016,Atlantic cod,"423,431",R,
New Hampshire,2016,Atlantic mackerel,"2,431,023",H,
New Hampshire,2016,Atlantic mackerel,"362,017",R,
New Hampshire,2016,Bluefin tuna,,H,N/A - Data are not available.
New Hampshire,2016,Bluefin tuna,,R,N/A - Data are not available.
New Hampshire,2016,Bluefish,0,R,
New Hampshire,2016,Bluefish,5,H,
New Hampshire,2016,Haddock,"194,864",H,
New Hampshire,2016,Haddock,"552,899",R,
New Hampshire,2016,Other flounders,"3,133",R,
New Hampshire,2016,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2016,Pollock,"212,799",H,
New Hampshire,2016,Pollock,"293,727",R,
New Hampshire,2016,Striped bass,"17,627",H,
New Hampshire,2016,Striped bass,"819,224",R,
New Hampshire,2016,Winter flounder,"12,328",R,
New Hampshire,2016,Winter flounder,"8,070",H,
New Hampshire,2017,Atlantic cod,"31,954",H,
New Hampshire,2017,Atlantic cod,"370,460",R,
New Hampshire,2017,Atlantic mackerel,"232,434",R,
New Hampshire,2017,Atlantic mackerel,"3,031,135",H,
New Hampshire,2017,Bluefin tuna,,H,N/A - Data are not available.
New Hampshire,2017,Bluefin tuna,,R,N/A - Data are not available.
New Hampshire,2017,Bluefish,,H,N/A - Data are not available.
New Hampshire,2017,Bluefish,,R,N/A - Data are not available.
New Hampshire,2017,Haddock,"164,675",H,
New Hampshire,2017,Haddock,"441,194",R,
New Hampshire,2017,Other flounders,"4,555",R,
New Hampshire,2017,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2017,Pollock,"258,307",H,
New Hampshire,2017,Pollock,"320,754",R,
New Hampshire,2017,Striped bass,"1,417,711",R,
New Hampshire,2017,Striped bass,"37,723",H,
New Hampshire,2017,Winter flounder,"11,318",H,
New Hampshire,2017,Winter flounder,"7,633",R,
New Hampshire,2018,Atlantic cod,"482,402",R,
New Hampshire,2018,Atlantic cod,211,H,
New Hampshire,2018,Atlantic mackerel,"1,753,324",H,
New Hampshire,2018,Atlantic mackerel,"207,845",R,
New Hampshire,2018,Bluefin tuna,0,R,
New Hampshire,2018,Bluefin tuna,116,H,
New Hampshire,2018,Bluefish,,H,N/A - Data are not available.
New Hampshire,2018,Bluefish,,R,N/A - Data are not available.
New Hampshire,2018,Haddock,"262,902",H,
New Hampshire,2018,Haddock,"313,916",R,
New Hampshire,2018,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2018,Other flounders,231,R,
New Hampshire,2018,Pollock,"146,902",R,
New Hampshire,2018,Pollock,"86,933",H,
New Hampshire,2018,Striped bass,"13,378",H,
New Hampshire,2018,Striped bass,"355,904",R,
New Hampshire,2018,Winter flounder,"16,648",H,
New Hampshire,2018,Winter flounder,"9,072",R,
New Hampshire,2019,Atlantic cod,"2,841",H,
New Hampshire,2019,Atlantic cod,"202,064",R,
New Hampshire,2019,Atlantic mackerel,"1,473,938",H,
New Hampshire,2019,Atlantic mackerel,"163,173",R,
New Hampshire,2019,Bluefin tuna,"2,943",H,
New Hampshire,2019,Bluefin tuna,0,R,
New Hampshire,2019,Bluefish,,H,N/A - Data are not available.
New Hampshire,2019,Bluefish,,R,N/A - Data are not available.
New Hampshire,2019,Haddock,"211,537",H,
New Hampshire,2019,Haddock,"265,329",R,
New Hampshire,2019,Other flounders,"1,001",R,
New Hampshire,2019,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2019,Pollock,"156,988",R,
New Hampshire,2019,Pollock,"69,548",H,
New Hampshire,2019,Striped bass,"14,687",H,
New Hampshire,2019,Striped bass,"434,957",R,
New Hampshire,2019,Winter flounder,"5,816",R,
New Hampshire,2019,Winter flounder,"6,121",H,
New Hampshire,2020,Atlantic cod,"129,543",R,
New Hampshire,2020,Atlantic cod,"2,836",H,
New Hampshire,2020,Atlantic mackerel,"1,406,386",H,
New Hampshire,2020,Atlantic mackerel,"119,257",R,
New Hampshire,2020,Bluefin tuna,0,R,
New Hampshire,2020,Bluefin tuna,383,H,
New Hampshire,2020,Bluefish,0,R,
New Hampshire,2020,Bluefish,376,H,
New Hampshire,2020,Haddock,"201,636",H,
New Hampshire,2020,Haddock,"337,178",R,
New Hampshire,2020,Other flounders,"3,492",R,
New Hampshire,2020,Other flounders,0,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2020,Pollock,"190,102",R,
New Hampshire,2020,Pollock,"55,842",H,
New Hampshire,2020,Striped bass,"3,197",H,
New Hampshire,2020,Striped bass,"897,472",R,
New Hampshire,2020,Winter flounder,"5,396",R,
New Hampshire,2020,Winter flounder,"9,500",H,
New Hampshire,2021,Atlantic cod,"167,331",R,
New Hampshire,2021,Atlantic cod,"8,955",H,
New Hampshire,2021,Atlantic mackerel,"1,102,798",H,
New Hampshire,2021,Atlantic mackerel,"220,864",R,
New Hampshire,2021,Bluefin tuna,167,H,
New Hampshire,2021,Bluefin tuna,208,R,
New Hampshire,2021,Bluefish,0,R,
New Hampshire,2021,Bluefish,698,H,
New Hampshire,2021,Haddock,"203,744",H,
New Hampshire,2021,Haddock,"254,197",R,
New Hampshire,2021,Other flounders,16,H,Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2021,Other flounders,324,R,
New Hampshire,2021,Pollock,"402,598",R,
New Hampshire,2021,Pollock,"70,727",H,
New Hampshire,2021,Striped bass,"4,399",H,
New Hampshire,2021,Striped bass,"409,217",R,
New Hampshire,2021,Winter flounder,"2,295",R,
New Hampshire,2021,Winter flounder,"3,913",H,
New Hampshire,2022,Atlantic cod,"2,505",H,
New Hampshire,2022,Atlantic cod,"96,288",R,
New Hampshire,2022,Atlantic mackerel,"66,631",R,
New Hampshire,2022,Atlantic mackerel,"986,786",H,
New Hampshire,2022,Bluefin tuna,0,H,
New Hampshire,2022,Bluefin tuna,199,R,
New Hampshire,2022,Bluefish,"1,216",R,
New Hampshire,2022,Bluefish,181,H,
New Hampshire,2022,Haddock,"168,012",R,
New Hampshire,2022,Haddock,"211,318",H,
New Hampshire,2022,Other flounders,,H,N/A - Data are not available. Other flounders include unidentified flounder or sole and flatfish order.
New Hampshire,2022,Other flounders,,R,N/A - Data are not available.
New Hampshire,2022,Pollock,"444,224",R,
New Hampshire,2022,Pollock,"80,357",H,
New Hampshire,2022,Striped bass,"1,042,794",R,
New Hampshire,2022,Striped bass,"23,376",H,
New Hampshire,2022,Winter flounder,"1,418",R,
New Hampshire,2022,Winter flounder,"3,449",H,
New Jersey,2013,Black sea bass,"8,611,680",R,
New Jersey,2013,Black sea bass,"933,784",H,
New Jersey,2013,Bluefin tuna,"30,411",H,
New Jersey,2013,Bluefin tuna,0,R,
New Jersey,2013,Bluefish,"2,322,105",H,
New Jersey,2013,Bluefish,"3,540,221",R,
New Jersey,2013,Red hake,"103,932",H,
New Jersey,2013,Red hake,"157,238",R,
New Jersey,2013,Striped bass,"1,324,245",H,
New Jersey,2013,Striped bass,"4,349,145",R,
New Jersey,2013,Summer flounder,"19,159,535",R,
New Jersey,2013,Summer flounder,"3,449,952",H,
New Jersey,2013,Tautog,"1,811,023",R,
New Jersey,2013,Tautog,"442,786",H,
New Jersey,2013,Weakfish,"330,665",R,
New Jersey,2013,Weakfish,"89,805",H,
New Jersey,2013,Winter flounder,"20,766",H,
New Jersey,2013,Winter flounder,"88,937",R,
New Jersey,2013,Yellowfin tuna,"148,245",H,
New Jersey,2013,Yellowfin tuna,"5,992",R,
New Jersey,2014,Black sea bass,"4,789,496",R,
New Jersey,2014,Black sea bass,"639,200",H,
New Jersey,2014,Bluefin tuna,"1,992",R,
New Jersey,2014,Bluefin tuna,"11,050",H,
New Jersey,2014,Bluefish,"4,556,832",H,
New Jersey,2014,Bluefish,"7,411,461",R,
New Jersey,2014,Red hake,"217,704",H,
New Jersey,2014,Red hake,"32,559",R,
New Jersey,2014,Striped bass,"2,840,154",R,
New Jersey,2014,Striped bass,"501,949",H,
New Jersey,2014,Summer flounder,"2,418,348",H,
New Jersey,2014,Summer flounder,"22,208,613",R,
New Jersey,2014,Tautog,"2,040,078",R,
New Jersey,2014,Tautog,"533,299",H,
New Jersey,2014,Weakfish,"16,146",H,
New Jersey,2014,Weakfish,"193,962",R,
New Jersey,2014,Winter flounder,"19,107",R,
New Jersey,2014,Winter flounder,"51,584",H,
New Jersey,2014,Yellowfin tuna,"22,134",H,
New Jersey,2014,Yellowfin tuna,0,R,
New Jersey,2015,Black sea bass,"4,983,559",R,
New Jersey,2015,Black sea bass,"440,220",H,
New Jersey,2015,Bluefin tuna,"1,668",H,
New Jersey,2015,Bluefin tuna,"2,130",R,
New Jersey,2015,Bluefish,"1,765,030",H,
New Jersey,2015,Bluefish,"4,001,491",R,
New Jersey,2015,Red hake,"16,910",R,
New Jersey,2015,Red hake,"51,024",H,
New Jersey,2015,Striped bass,"2,439,860",R,
New Jersey,2015,Striped bass,"600,269",H,
New Jersey,2015,Summer flounder,"1,179,559",H,
New Jersey,2015,Summer flounder,"10,821,029",R,
New Jersey,2015,Tautog,"1,614,246",R,
New Jersey,2015,Tautog,"339,357",H,
New Jersey,2015,Weakfish,"598,126",R,
New Jersey,2015,Weakfish,"73,062",H,
New Jersey,2015,Winter flounder,"101,637",R,
New Jersey,2015,Winter flounder,"2,660",H,
New Jersey,2015,Yellowfin tuna,"12,519",H,
New Jersey,2015,Yellowfin tuna,"23,035",R,
New Jersey,2016,Black sea bass,"516,998",H,
New Jersey,2016,Black sea bass,"6,239,174",R,
New Jersey,2016,Bluefin tuna,"4,893",H,
New Jersey,2016,Bluefin tuna,"8,545",R,
New Jersey,2016,Bluefish,"3,282,185",H,
New Jersey,2016,Bluefish,"7,084,209",R,
New Jersey,2016,Red hake,"13,139",R,
New Jersey,2016,Red hake,"41,372",H,
New Jersey,2016,Striped bass,"1,808,168",R,
New Jersey,2016,Striped bass,"659,574",H,
New Jersey,2016,Summer flounder,"1,455,825",H,
New Jersey,2016,Summer flounder,"12,298,529",R,
New Jersey,2016,Tautog,"1,983,846",R,
New Jersey,2016,Tautog,"190,163",H,
New Jersey,2016,Weakfish,"12,344",H,
New Jersey,2016,Weakfish,"278,043",R,
New Jersey,2016,Winter flounder,"20,857",R,
New Jersey,2016,Winter flounder,"55,860",H,
New Jersey,2016,Yellowfin tuna,"19,855",R,
New Jersey,2016,Yellowfin tuna,"28,561",H,
New Jersey,2017,Black sea bass,"1,500,473",H,
New Jersey,2017,Black sea bass,"7,939,478",R,
New Jersey,2017,Bluefin tuna,"21,682",H,
New Jersey,2017,Bluefin tuna,"21,965",R,
New Jersey,2017,Bluefish,"3,047,459",H,
New Jersey,2017,Bluefish,"7,677,050",R,
New Jersey,2017,Red hake,"56,840",R,
New Jersey,2017,Red hake,"57,716",H,
New Jersey,2017,Striped bass,"2,316,586",R,
New Jersey,2017,Striped bass,"626,386",H,
New Jersey,2017,Summer flounder,"1,211,186",H,
New Jersey,2017,Summer flounder,"7,784,823",R,
New Jersey,2017,Tautog,"3,048,392",R,
New Jersey,2017,Tautog,"569,177",H,
New Jersey,2017,Weakfish,"147,386",R,
New Jersey,2017,Weakfish,"78,831",H,
New Jersey,2017,Winter flounder,"14,834",R,
New Jersey,2017,Winter flounder,"8,096",H,
New Jersey,2017,Yellowfin tuna,"32,725",H,
New Jersey,2017,Yellowfin tuna,"4,188",R,
New Jersey,2018,Black sea bass,"1,039,614",H,
New Jersey,2018,Black sea bass,"5,613,116",R,
New Jersey,2018,Bluefin tuna,"23,364",H,
New Jersey,2018,Bluefin tuna,"30,118",R,
New Jersey,2018,Bluefish,"1,421,477",H,
New Jersey,2018,Bluefish,"2,511,962",R,
New Jersey,2018,Red hake,"165,262",H,
New Jersey,2018,Red hake,"93,363",R,
New Jersey,2018,Striped bass,"2,755,918",R,
New Jersey,2018,Striped bass,"465,289",H,
New Jersey,2018,Summer flounder,"1,045,198",H,
New Jersey,2018,Summer flounder,"10,370,604",R,
New Jersey,2018,Tautog,"2,571,784",R,
New Jersey,2018,Tautog,"385,282",H,
New Jersey,2018,Weakfish,"16,177",H,
New Jersey,2018,Weakfish,"40,600",R,
New Jersey,2018,Winter flounder,"13,084",R,
New Jersey,2018,Winter flounder,"13,543",H,
New Jersey,2018,Yellowfin tuna,"147,096",H,
New Jersey,2018,Yellowfin tuna,"77,934",R,
New Jersey,2019,Black sea bass,"5,352,818",R,
New Jersey,2019,Black sea bass,"831,241",H,
New Jersey,2019,Bluefin tuna,"32,865",H,
New Jersey,2019,Bluefin tuna,"55,331",R,
New Jersey,2019,Bluefish,"2,568,926",R,
New Jersey,2019,Bluefish,"741,722",H,
New Jersey,2019,Red hake,"24,413",R,
New Jersey,2019,Red hake,"277,995",H,
New Jersey,2019,Striped bass,"2,708,866",R,
New Jersey,2019,Striped bass,"412,861",H,
New Jersey,2019,Summer flounder,"1,108,158",H,
New Jersey,2019,Summer flounder,"13,068,170",R,
New Jersey,2019,Tautog,"1,787,322",R,
New Jersey,2019,Tautog,"311,363",H,
New Jersey,2019,Weakfish,"202,390",R,
New Jersey,2019,Weakfish,"35,089",H,
New Jersey,2019,Winter flounder,"1,154",R,
New Jersey,2019,Winter flounder,432,H,
New Jersey,2019,Yellowfin tuna,"19,275",H,
New Jersey,2019,Yellowfin tuna,"6,466",R,
New Jersey,2020,Black sea bass,"6,400,042",R,
New Jersey,2020,Black sea bass,"812,080",H,
New Jersey,2020,Bluefin tuna,"21,942",H,
New Jersey,2020,Bluefin tuna,"9,841",R,
New Jersey,2020,Bluefish,"2,777,113",R,
New Jersey,2020,Bluefish,"595,103",H,
New Jersey,2020,Red hake,"144,955",R,
New Jersey,2020,Red hake,"183,790",H,
New Jersey,2020,Striped bass,"3,312,791",R,
New Jersey,2020,Striped bass,"520,121",H,
New Jersey,2020,Summer flounder,"1,990,207",H,
New Jersey,2020,Summer flounder,"17,112,410",R,
New Jersey,2020,Tautog,"3,382,332",R,
New Jersey,2020,Tautog,"309,379",H,
New Jersey,2020,Weakfish,"10,157",H,
New Jersey,2020,Weakfish,"90,689",R,
New Jersey,2020,Winter flounder,"13,632",H,
New Jersey,2020,Winter flounder,"4,433",R,
New Jersey,2020,Yellowfin tuna,"145,765",H,
New Jersey,2020,Yellowfin tuna,495,R,
New Jersey,2021,Black sea bass,"1,929,157",H,
New Jersey,2021,Black sea bass,"8,884,482",R,
New Jersey,2021,Bluefin tuna,"15,792",H,
New Jersey,2021,Bluefin tuna,"22,575",R,
New Jersey,2021,Bluefish,"1,973,340",R,
New Jersey,2021,Bluefish,"921,666",H,
New Jersey,2021,Red hake,"222,704",H,
New Jersey,2021,Red hake,"8,177",R,
New Jersey,2021,Striped bass,"7,798,050",R,
New Jersey,2021,Striped bass,"766,222",H,
New Jersey,2021,Summer flounder,"1,349,630",H,
New Jersey,2021,Summer flounder,"11,933,487",R,
New Jersey,2021,Tautog,"5,436,964",R,
New Jersey,2021,Tautog,"606,685",H,
New Jersey,2021,Weakfish,"219,201",R,
New Jersey,2021,Weakfish,"31,829",H,
New Jersey,2021,Winter flounder,"6,268",R,
New Jersey,2021,Winter flounder,240,H,
New Jersey,2021,Yellowfin tuna,"135,176",H,
New Jersey,2021,Yellowfin tuna,0,R,
New Jersey,2022,Black sea bass,"1,479,757",H,
New Jersey,2022,Black sea bass,"10,590,190",R,
New Jersey,2022,Bluefin tuna,"12,209",H,
New Jersey,2022,Bluefin tuna,"25,435",R,
New Jersey,2022,Bluefish,"1,197,306",R,
New Jersey,2022,Bluefish,"510,820",H,
New Jersey,2022,Red hake,"16,374",R,
New Jersey,2022,Red hake,"49,122",H,
New Jersey,2022,Striped bass,"1,126,487",H,
New Jersey,2022,Striped bass,"6,629,581",R,
New Jersey,2022,Summer flounder,"1,568,802",H,
New Jersey,2022,Summer flounder,"11,960,653",R,
New Jersey,2022,Tautog,"486,833",H,
New Jersey,2022,Tautog,"8,894,160",R,
New Jersey,2022,Weakfish,"156,697",R,
New Jersey,2022,Weakfish,"28,813",H,
New Jersey,2022,Winter flounder,"2,158",H,
New Jersey,2022,Winter flounder,"31,777",R,
New Jersey,2022,Yellowfin tuna,"38,983",R,
New Jersey,2022,Yellowfin tuna,"69,733",H,
New York,2013,Atlantic herring,"1,519,561",H,Atlantic herring include Atlantic herring and Pacific herring.|This species may not be equivalent to species with similar names listed in the commercial tables.
New York,2013,Atlantic herring,"409,100",R,
New York,2013,Black seabass,"4,254,670",R,
New York,2013,Black seabass,"999,019",H,
New York,2013,Bluefish,"2,829,931",H,
New York,2013,Bluefish,"4,247,924",R,
New York,2013,Scup,"2,907,278",H,
New York,2013,Scup,"6,691,455",R,
New York,2013,Shortfin mako shark,"3,269",R,
New York,2013,Shortfin mako shark,0,H,Shortfin mako shark include shortfin mako and shortfin mako shark.
New York,2013,Striped bass,"3,955,599",R,
New York,2013,Striped bass,"902,452",H,
New York,2013,Summer flounder,"1,384,739",H,
New York,2013,Summer flounder,"13,491,727",R,
New York,2013,Tautog,"4,569,523",R,
New York,2013,Tautog,"472,562",H,
New York,2013,Weakfish,"18,652",R,
New York,2013,Weakfish,"20,659",H,
New York,2013,Winter flounder,"15,341",R,
New York,2013,Winter flounder,721,H,
New York,2014,Atlantic herring,"1,189,934",H,Atlantic herring include Atlantic herring and Pacific herring.|This species may not be equivalent to species with similar names listed in the commercial tables.
New York,2014,Atlantic herring,"41,366",R,
New York,2014,Black seabass,"1,233,787",H,
New York,2014,Black seabass,"3,665,520",R,
New York,2014,Bluefish,"4,847,134",H,
New York,2014,Bluefish,"6,228,487",R,
New York,2014,Scup,"2,787,338",H,
New York,2014,Scup,"4,876,506",R,
New York,2014,Shortfin mako shark,"34,804",H,Shortfin mako shark include shortfin mako and shortfin mako shark.
New York,2014,Shortfin mako shark,"52,023",R,
New York,2014,Striped bass,"2,784,141",R,
New York,2014,Striped bass,"804,490",H,
New York,2014,Summer flounder,"1,173,310",H,
New York,2014,Summer flounder,"9,658,306",R,
New York,2014,Tautog,"3,016,997",R,
New York,2014,Tautog,"913,413",H,
New York,2014,Weakfish,"1,838",H,
New York,2014,Weakfish,794,R,
New York,2014,Winter flounder,"28,297",R,
New York,2014,Winter flounder,"72,478",H,
New York,2015,Atlantic herring,"11,459,670",H,Atlantic herring include Atlantic herring and Pacific herring.|This species may not be equivalent to species with similar names listed in the commercial tables.
New York,2015,Atlantic herring,"228,934",R,
New York,2015,Black seabass,"2,493,816",H,
New York,2015,Black seabass,"7,486,444",R,
New York,2015,Bluefish,"2,437,811",H,
New York,2015,Bluefish,"5,089,593",R,
New York,2015,Scup,"7,013,014",H,
New York,2015,Scup,"7,728,500",R,
New York,2015,Shortfin mako shark,"20,911",R,
New York,2015,Shortfin mako shark,"22,495",H,Shortfin mako shark include shortfin mako and shortfin mako shark.
New York,2015,Striped bass,"3,681,877",R,
New York,2015,Striped bass,"406,786",H,
New York,2015,Summer flounder,"1,516,526",H,
New York,2015,Summer flounder,"14,469,501",R,
New York,2015,Tautog,"5,576,810",R,
New York,2015,Tautog,"581,203",H,
New York,2015,Weakfish,"14,459",R,
New York,2015,Weakfish,"2,123",H,
New York,2015,Winter flounder,"15,529",H,
New York,2015,Winter flounder,"3,055",R,
New York,2016,Atlantic herring,"161,354",R,
New York,2016,Atlantic herring,"2,104,760",H,Atlantic herring include Atlantic herring and Pacific herring.|This species may not be equivalent to species with similar names listed in the commercial tables.
New York,2016,Black seabass,"13,134,259",R,
New York,2016,Black seabass,"3,034,695",H,
New York,2016,Bluefish,"2,078,065",H,
New York,2016,Bluefish,"3,367,809",R,
New York,2016,Scup,"12,401,199",R,
New York,2016,Scup,"3,644,607",H,
New York,2016,Shortfin mako shark,"28,927",R,
